"category","phrase"
"Aggressive_Retaliation","ใช้น้ำเสียงในการพูดแบบโกรธ"
"Respectful_Intervention","ฟ้องครูและปรอบเขา"
"Compassionate_Expression","ให้กำลังใจเขา"
"Respectful_Intervention","ไปบอกครูให้ครูมาจัดการ"
"Respectful_Intervention","หยุดพูดแบบนี้"
"Passive_Disregard","ไม่เป็นไร"
"Passive_Disregard","อย่าไปยุ่งกับเขา"
"Respectful_Intervention","หยุดเพื่อนเราไม่ชอบ"
"Respectful_Intervention","พยายามหยุดพวกเขาหรือพูดให้พวกเขาเลิกทำ"
"Respectful_Intervention","เตือนเพื่อนบอกเพื่อน"
"Respectful_Intervention","บอกเพื่อนไม่เพราะเป็นสิทธิส่วนบุคคล"
"Compassionate_Expression","พูดคุยปรับความเข้าใจกัน"
"Non-participation_in_Mockery","ไม่ซ้ำเติมเพื่อน"
"Respectful_Intervention","บอกเพื่อนให้หยุดล้อและควรให้เกียรติเขา"
"Respectful_Intervention","ปิดไอแพด"
"Respectful_Intervention","บอกว่าอย่าไปทำแบบนั้น"
"Passive_Disregard","ไม่เข้าไปยุ่ง"
"Respectful_Intervention","ห้ามเพื่อนไม่ให้หัวเราะ"
"Respectful_Intervention","เตือนเพื่อน"
"Passive_Disregard","ห้ามตักเตื่อนเพื่อนที่ทำแบบนั้น"
"Respectful_Intervention","บอกให้อย่าเหยียดยาม"
"Respectful_Intervention","บอกเพื่อนว่ามันเป็นเรื่องส่วนตัวของคนอื่น ไม่ควรไปยุ่ง"
"Respectful_Intervention","ห้าม"
"Respectful_Intervention","บอกว่ามันไม่ดีและไม่ควรทำ"
"Passive_Disregard","เดินหนี"
"Passive_Disregard","ถ้าไม่ใช่คนสนิท"
"Respectful_Intervention","ตักเตือนอย่างถูกวิธี"
"Respectful_Intervention","บอกว่าอย่าล้อกันเลย"
"Compassionate_Expression","Stoppp"
"Passive_Disregard","ไม่ใช่เรื่องผมก็ไม่ยุ่ง"
"Aggressive_Retaliation","ตอบกลับไปว่า “ถ้าเป็นมึงมึงจะรู้สึกยังไง”"
"Passive_Disregard","ไม่เข้าไปยุ่ง"
"Respectful_Intervention","เตือนเพื่อน"
"Respectful_Intervention","เตือนเพื่อน"
"Non-participation_in_Mockery","ลบภาพทิ้ง"
"Respectful_Intervention","ห้ามเพื่อน"
"Respectful_Intervention","แนะนำเพื่อนใหม่ให้เพื่อนในกลุ่มรู้จัก"
"Compassionate_Expression","ไปปรอบใจเพื่อน"
"Ambiguous","คนเรามีความชอบต่างกัน"
"Respectful_Intervention","เตือนว่า รูปในไอแพดเป็นสิทธิส่วนบุคคล อย่าไปยุ่ง"
"Passive_Disregard","นิ่งเงียบไม่สนใจ"
"Compassionate_Expression","เข้าไปปลอบใจและบอกว่าไม่เป็นไร เดี๋ยวมันก็ผ่านไป"
"Ambiguous","อยู่เชยเชย"
"Respectful_Intervention","ตักเตือนเพื่อนและบอกว่าใจเขาใจเรา"
"c(""Non-participation_in_Mockery"", ""Respectful_Intervention"")","c(""ไม่เข้าไปล้อเลียน"", ""เตือนเพื่อนว่าอย่าทำ"")"
"c(""Non-participation_in_Mockery"", ""Respectful_Intervention"")","c(""เข้าไปหยุด"", ""ไม่แชร์รูปต่อ"")"
"Active_Disrespect","เข้าร่วม"
"Passive_Disregard","อยู่เฉยๆ"
"Passive_Disregard","อือออ ตามเพื่อน"
"Respectful_Intervention","เตือนเพื่อนว่า มันเกินไป"
"Non-participation_in_Mockery","Don’t laugh"
"Respectful_Intervention","พูดคุยและให้เพื่อนปรับทัศนคติ"
"Respectful_Intervention","พูดกับเพื่อนด้วยเหตุและผลว่าทำไมไม่ควรทำอย่างนี้"
"Empathy","เป็นคนที่พึ่งเข้ามาใหม่"
"Compassionate_Expression","ควรปรับความเข้าใจให้ตรงกัน"
"Non-participation_in_Mockery","ไม่ล้อเลียนเพื่อน"
"Respectful_Intervention","พยายามกดปิดไอแพดโดยแกล้งไม่ตั้งใจ"
"Respectful_Intervention","ห้ามเพื่อน"
"Respectful_Intervention","บอกผู้กำกับคณะ"
"Ambiguous","ถ้าเพื่อนไม่ทำร้ายเรา จะช่วยเหลือเต็มที่ถ้าไม่เดือดร้อน"
"Empathy","เขาเป็นเด็กใหม่ยังตอนปรับตัว"
"Respectful_Intervention","บอกเพื่อนว่าไม่ควรล้อเลียนเขา"
"Passive_Disregard","ไม่ยุ่ง"
"Passive_Disregard","ปกติจะไม่เข้าไปยุ่ง"
"Respectful_Intervention","พยายามพูดให้เพื่อนเข้าใจ"
"Respectful_Intervention","ห้ามเพื่อนไม่ให้ทำ"
"Non-participation_in_Mockery","ไม่ล้อเลียนเพื่อน"
"Passive_Disregard","พูดกูไม่เกี่ยวนะ"
"Respectful_Intervention","บอกให้เพื่อนหยุด"
"Respectful_Intervention","บอกว่าอย่าพึ่งตัดสินคนอื่นเร็วให้เขาปรับตัวก่อน"
"Respectful_Intervention","เอาไอแพดคืน"
"Respectful_Intervention","ว่ากล่าวตักเตือน"
"Passive_Disregard","ทำเป็นว่าเราไม่สนใจ"
"Empathy","คิดว่าถ้าเราโดนก็คงรู้สึกแย่"
"Respectful_Intervention","บอกว่าอย่าล้อ"
"Passive_Disregard","ไม่ต้องพูดอะไร"
"Non-participation_in_Mockery","ไม่เข้าไอแพดเพื่อนไม่แคปหน้าจอและไม่ส่งต่อหาใคร"
"Active_Disrespect","ถ้ามันน่าหัวเราะและปัญญาอ่อนจริงก็อาจจะหัวเราะ"
"Respectful_Intervention","พูดคุยและอธิบายสถานการณ์ให้เพื่อนฟังเพื่อให้เพื่อนๆหยุด"
"Non-participation_in_Mockery","ไม่เข้าร่วมการกลั่นแกล้ง"
"Empathy","อาจนำเรื่องไปบอกกับเพื่อนที่โดนแกล้ง"
"Non-participation_in_Mockery","ไม่เข้าร่วม"
"Respectful_Intervention","เตือนเพื่อนว่าอย่าทำ"
"Respectful_Intervention","ห้ามเพื่อนที่ล้อ"
"Non-participation_in_Mockery","เดินออกห่างไม่ยุ่งกับกลุ่มที่ล้อ"
"Passive_Disregard","ขอไม่ยุ่ง"
"Empathy","บอกว่าสงสารมันบ้าง"
"Respectful_Intervention","ห้ามเพื่อน"
"Passive_Disregard","ไม่ไปยุ่ง"
"Respectful_Intervention","เตือนเพื่อนให้หยุด"
"Respectful_Intervention","บอกห้ามเพื่อนอย่าไปยุ่งเรื่องส่วนตัว"
"Empathy","พยายามคุยกับเพื่อนใหม่ให้ไม่เครียด"
"Respectful_Intervention","บอกให้เพื่อนหยุด"
"Non-participation_in_Mockery","ไม่เข้าไปร่วมด้วย"
"Active_Disrespect","หัวเราะ"
"Passive_Disregard","บอกเพื่อนให้ระวังตัว"
"Passive_Disregard","ไม่บอกใคร"
"Respectful_Intervention","ไม่เปิดไอแพดใครมั่วซั่วถ้าไม่ได้รับอนุญาต"
"Respectful_Intervention","บอกเพื่อนว่าไม่ควรทำแบบนี้"
"Respectful_Intervention","อธิบายว่าการล้อเลียนอาจทำให้เกิดการทะเลาะกันในโรงเรียน"
"Passive_Disregard","ไม่เข้าร่วมแต่จะไม่เตือน"
"Passive_Disregard","เตือนไปก็ไม่มีประโยชน์"
"Passive_Disregard","ไม่อยากเข้าไปยุ่งเกี่ยว"
"Respectful_Intervention","บอกให้เพื่อนกลุ่มนั้นอย่าล้อ"
"Compassionate_Expression","ชวนคุยเรื่องเพื่อนใหม่"
"Compassionate_Expression","พูดสิ่งดีๆของเพื่อนคนนั้น"
"Respectful_Intervention","เดินไปห้าม"
"Compassionate_Expression","ให้กำลังใจ"
"Respectful_Intervention","เข้าไปปิด ipad"
"Compassionate_Expression","เข้าไปคุยแบบสงบๆให้เข้าใจ"
"Respectful_Intervention","ตักเตือนและไม่ปฏิบัติตาม"
"Compassionate_Expression","พูดข้อดีของเพื่อนคนนั้นให้เพื่อนคนอื่นฟัง"
"Non-participation_in_Mockery","ไม่เข้าไปว่ามันเพิ่ม"
"Respectful_Intervention","เตือนเพื่อน"
"Respectful_Intervention","เตือนว่าอย่าทำมัน"
"Respectful_Intervention","ไม่มีใครชอบ"
"Respectful_Intervention","บอกเพื่อนไม่ดูไอแพดคนอื่น"
"Empathy","ใจเขาใจเรา"
"Empathy","ถ้าเราลืมปิดแล้วมีคนมาดูเราก็ไม่ชอบ"
"Ambiguous","ปิดไอแพดเอาไปให้เพื่อน"
"Compassionate_Expression","ปกป้องเพื่อนในภาพ"
"Empathy","จะพยายามไม่ให้เพื่อนเห็นอีก"
"Empathy","ไปดูกับเขาและทำความเข้าใจ"
"Compassionate_Expression","เพื่อให้เขาหยุด"
"Ambiguous","เตือนเพื่อนว่าไม่ควรบอกเพื่อนว่าไม่ดี"
"Ambiguous","ไม่ควรทำ"
"Non-participation_in_Mockery","จะไม่เข้าไปยุ่งเรื่องบูลลี่"
"Non-participation_in_Mockery","ไม่สนับสนุนคนที่บูลลี่"
"Passive_Disregard","อยู่นิ่งๆ"
"Respectful_Intervention","ตักเตือนเพื่อนในกลุ่ม"
"Compassionate_Expression","ปลอบใจเพื่อนใหม่"
"Non-participation_in_Mockery","จะไม่เข้าไปเป็นส่วนร่วม"
"Respectful_Intervention","หยุดการทำสิ่งไม่ดีของเพื่อน"
"Respectful_Intervention","ช่วยห้ามปรามเพื่อนๆ"
"Empathy","เดินเข้าไปคุย ทำความเข้าใจ"
"Ambiguous","พยายามเปลี่ยนเรื่องคุย"
"Empathy","เข้าไปปลอบใจและคุยกับเพื่อน"
"Passive_Disregard","ไม่เข้าไปยุ่ง"
"Ambiguous","รอดูสถานการณ์ก่อน หากมันหนักจะเข้าไปช่วยและห้าม"
"Compassionate_Expression","ปลอบ"
"Non-participation_in_Mockery","ไม่ซ้ำเติม"
"Respectful_Intervention","บอกเพื่อนว่าอย่าล้อเลียนเด็กใหม่"
"Empathy","ถามความรู้สึกคนโดนล้อ"
"Respectful_Intervention","บอกว่าคุณควรเห็นใจเพื่อนใหม่ ใจเขาใจเรา"
"Empathy","เขาก็คือเพื่อนเรา มีหัวใจ"
"Respectful_Intervention","พูดตรงๆว่าไม่ควรไปล้อเขา"
"Passive_Disregard","ยืนมอง"
"Respectful_Intervention","บอกเพื่อนว่าหยุดล้อ"
"Respectful_Intervention","บอกเพื่อน"
"Respectful_Intervention","บอกให้ลบภาพนั้น"
"Respectful_Intervention","ห้ามไม่ให้แกล้งเพื่อนใหม่"
"Non-participation_in_Mockery","ไม่ล้อเลียนตามเพื่อนในกลุ่มคนอื่น"
"Compassionate_Expression","ช่วยปกป้องเพื่อนเท่าที่ทำได้"
"Compassionate_Expression","ช่วยปกป้องเพื่อน"
"Respectful_Intervention","ห้ามครับ"
"Empathy","ดูว่าเพื่อนคนที่โดนเข้าโอเคไหม"
"Non-participation_in_Mockery","ไม่ไปล้อเขามากเกินไป"
"Empathy","เล่นในระดับที่เขายังโอเค"
"Compassionate_Expression","พูดให้เค้าเข้าใจว่าไม่ควรทำ"
"Respectful_Intervention","บอกควรที่จะพอได้แล้ว"
"Passive_Disregard","จะไม่ห้าม"
"Active_Disrespect","อาจจะไปล้อถ้าเขาเล่นด้วย"
"Active_Disrespect","ท่าหนัก"
"Active_Disrespect","ไม่เข้าร่วมวง"
"Ambiguous","ต้องดูสนิทกับเพื่อนคนนั้นรึป่าว"
"Ambiguous","นิสัยรวมถึงความพอใจของเขา"
"Respectful_Intervention","ห้ามเพื่อน ว่าไม่ควรทำเพราะละเมิดสิทธิคนอื่น"
"Non-participation_in_Mockery","ดูแต่ไม่ล้อเลียน"
"Respectful_Intervention","บอกคนที่เปิดให้พอ"
"Respectful_Intervention","บอกให้เพื่อนใหม่ตั้งรหัสในวันต่อมา"
"Passive_Disregard","อยู่นิ่งๆ"
"Passive_Disregard","ไม่อยากไปยุ่ง"
"Passive_Disregard","รำคาญ"
"Respectful_Intervention","บอกว่าอย่าทำ"
"Respectful_Intervention","คุยเปลี่ยนเรื่อง"
"Respectful_Intervention","ห้ามเพื่อนที่ล้อและปรับความเข้าใจกัน"
"Empathy","บอกว่าเขาก็เป็นคนเหมือนกัน"
"Empathy","ไม่มีใครอยากโดนล้อ"
"Compassionate_Expression","ให้กำลังใจ"
"Respectful_Intervention","เข้าไปแทรกเป็นพูดคุยเรื่องอื่นแทนที่จะล้อกัน"
"Respectful_Intervention","หาบรรยากาศ"
"Non-participation_in_Mockery","ไม่หัวเราะ"
"Respectful_Intervention","ช่วยบอกเพื่อนคนอื่นให้หยุดหัวเราะ"
"Compassionate_Expression","ให้กำลังใจ"
"Active_Disrespect","ขำ"
"Active_Disrespect","สนุก"
"Active_Disrespect","เฮฮา"
"Active_Disrespect","เป็นสีสัน"
"Active_Disrespect","เป็นเรื่องปกติของวัยรุ่น"
"Active_Disrespect","ขำกับสิ่งที่เกิดขึ้น"
"Non-participation_in_Mockery","ไม่เอาไปล้อเลียนหรือเหยียดหยามเพื่อนต่อไป"
"Respectful_Intervention","จะถามว่าจะหัวเราะทำไม"
"Compassionate_Expression","จะปกป้องเพื่อนของผม"
"Non-participation_in_Mockery","ไม่ออกร่วมหัวเราะด้วย"
"Compassionate_Expression","เข้าไปคุยกับเพื่อนใหม่ถ้ามีโอกาส"
"Respectful_Intervention","จะบอกว่ามันเป็นเด็กใหม่อย่าพึ่งไปล้อมัน"
"Compassionate_Expression","จะดูก่อนว่าภาพนั้นเป็นภาพที่เพื่อนในรูปนั้นรับได้ไหม"
"Non-participation_in_Mockery","ถ้าเพื่อนรับไม่ได้กับภาพนี้ก็จะไม่เข้าร่วมและอยู่ห่าง ๆ"
"Non-participation_in_Mockery","ถ้ารับได้ก็จะเข้าไปร่วมเพื่อความสนุกสนาน"
"Passive_Disregard","ไม่ไปยุ่ง"
"Respectful_Intervention","บอกเพื่อนว่าอย่า"
"Passive_Disregard","อยู่เงียบ ๆ"
"Passive_Disregard","ไม่ได้ไปร่วมวงด้วย"
"Respectful_Intervention","เตือนเพื่อนว่าอย่าทำ"
"Empathy","ผมเข้าใจความรู้สึกนั้นดี"
"Aggressive_Retaliation","ใช้กำลังข่มขู่เพื่อน"
"Respectful_Intervention","เตือนเพื่อนไว้และช่วยให้เพื่อนปรับ"
"Respectful_Intervention","เตือนว่าอย่าทำ"
"Ambiguous","ปิดเครื่องไอแพดแล้วบอกเพื่อนว่า “อุ้ย มือไปโดน“"
"Respectful_Intervention","ห้ามไม่ให้ทำและบอกเพื่อนๆ ให้ไปทำอย่างอื่น"
"Compassionate_Expression","ปลอบเพื่อน"
"Compassionate_Expression","พูดให้กำลังใจโดยไม่ทำให้จิตใจเพื่อนเสีย"
"Respectful_Intervention","เตือนเพื่อนที่ทำไม่ดี"
"Passive_Disregard","เดินหนีเพราะลำคาญ"
"Respectful_Intervention","บอกเพื่อนที่ลืมไอแพดให้กลับไปเอาและเล่าพฤติกรรมเพื่อนกลุ่มนั้น"
"Passive_Disregard","ไม่ไปยุ่งทุกกรณี"
"Respectful_Intervention","แสดงความเข้าใจทางด้านผลเสียโดยไม่ใช้กำลัง"
"Respectful_Intervention","บอกให้เขาหยุดและเตือนเรื่อยๆจนกว่าเขาจะคิดได้"
"Respectful_Intervention","บอกเพื่อนไม่ต้องตัดสินคนอื่นก่อนจะได้เจอ"
"Respectful_Intervention","ห้ามเพื่อนและบอกคนอื่นว่าอย่าทำ"
"Compassionate_Expression","พูดให้กำลังใจเพื่อนไม่ให้คิดมาก"
"Respectful_Intervention","เตือนว่าไอแพดดีไม่ช่วยให้ชีวิตดีขึ้นไม่ควรล้อ"
"Respectful_Intervention","เตือนเพื่อนและเปลี่ยนเรื่องคุย"
"Respectful_Intervention","หยิบไอแพดเพื่อนใหม่คืนพร้อมตักเตือนว่าเป็นข้อมูลส่วนตัว"
"Empathy","เข้าใจว่าเป็นการละเมิดสิทธิส่วนบุคคลและอาจมีข้อมูลสำคัญ"
"Respectful_Intervention","ห้ามและสั่งให้หยุดการกระทำ"
"Empathy","เห็นความสำคัญความเป็นส่วนตัวหากเป็นรูปในครอบครัว"
"Non-participation_in_Mockery","ไม่ขำและให้ความเป็นส่วนตัวกับเพื่อน"
"Ambiguous","ถ้าตลกจริงจะขำด้วย ถ้าไม่ก็เฉยๆ"
"Empathy","เข้าไปชวนคุยและปลอบเค้า"
"Compassionate_Expression","ด้วยวิธีการพูด"
"Compassionate_Expression","เข้าไปปลอบเพื่อน"
"Respectful_Intervention","บอกให้เพื่อนที่เหลือเลิกทำ"
"Passive_Disregard","นิ่งเฉย"
"Respectful_Intervention","เข้าไปตักเตือน"
"Respectful_Intervention","อธิบายเหตุผล"
